Name,Typ,land,Branche,Stage,Linkedin,Twitter
list d-pad-small'> <a href='/funds/star-medical-complex' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>star medical complex,VC - Small fund,,Technology / Venture Capital,"Seed, Early Stage",,
list d-pad-small'> <a href='/funds/starfish-ventures' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>Starfish Ventures,VC - Small fund,,Technology / Venture Capital,"Seed, Early Stage",,
list d-pad-small'> <a href='/funds/startmesh-innovation' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>Startmesh Innovation,VC - Small fund,,Technology / Venture Capital,"Seed, Early Stage",,
list d-pad-small'> <a href='/funds/sterling-vc' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>Sterling VC,VC - Small fund,,Technology / Venture Capital,"Seed, Early Stage",,
list d-pad-small'> <a href='/funds/sufiyazitlab' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>SUFIYAZITLAB,VC - Small fund,,Technology / Venture Capital,"Seed, Early Stage",,
list d-pad-small'> <a href='/funds/swc-global' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>SWC Global,VC - Small fund,,Technology / Venture Capital,"Seed, Early Stage",,
list d-pad-small'> <a href='/funds/talu-ventures' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>Talu Ventures,VC - Small fund,,Technology / Venture Capital,"Seed, Early Stage",,
list d-pad-small'> <a href='/funds/tamarisc-ventures' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>Tamarisc Ventures,VC - Small fund,,Technology / Venture Capital,"Seed, Early Stage",,
list d-pad-small'> <a href='/funds/tank-stream-ventures' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>Tank Stream Ventures,VC - Small fund,,Technology / Venture Capital,"Seed, Early Stage",,
list d-pad-small'> <a href='/funds/tarnagulla-ventures' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>Tarnagulla Ventures,VC - Small fund,,Technology / Venture Capital,"Seed, Early Stage",,
list d-pad-small'> <a href='/funds/telstra-ventures' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>Telstra Ventures,VC - Medium-Sized Fund,,Technology / Venture Capital,"Seed, Early Stage",,
list d-pad-small'> <a href='/funds/tenacious-ventures' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>Tenacious Ventures,VC - Small fund,,Technology / Venture Capital,"Seed, Early Stage",,
list d-pad-small'> <a href='/funds/tenaya-capital' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>Tenaya Capital,VC - Small fund,,Technology / Venture Capital,"Seed, Early Stage",,
list d-pad-small'> <a href='/funds/terravastus-yoka-infrastructures' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>Terravastus Yoka Infrastructures,VC - Medium-Sized Fund,,Technology / Venture Capital,"Seed, Early Stage",,
list d-pad-small'> <a href='/funds/the-aventures' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>The Aventures,VC - Small fund,,Technology / Venture Capital,"Seed, Early Stage",,
list d-pad-small'> <a href='/funds/the-aventures-8' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>The Aventures,VC - Small fund,,Technology / Venture Capital,"Seed, Early Stage",,
list d-pad-small'> <a href='/funds/the-foundry' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>The Foundry,VC - Small fund,,Technology / Venture Capital,"Seed, Early Stage",,
list d-pad-small'> <a href='/funds/thrive-capital' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>Thrive Capital,VC - Big fund,,Technology / Venture Capital,Multi-stage,,
list d-pad-small'> <a href='/funds/tidal-ventures' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>Tidal Ventures,VC - Small fund,,Technology / Venture Capital,"Seed, Early Stage",,
list d-pad-small'> <a href='/funds/tiger-global-management' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>Tiger Global Management,VC - Big fund,,Technology / Venture Capital,Multi-stage,,
list d-pad-small'> <a href='/funds/tin-men-capital' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>Tin Men Capital,VC - Small fund,,Technology / Venture Capital,"Seed, Early Stage",,
list d-pad-small'> <a href='/funds/tlv-partners' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>TLV Partners,VC - Small fund,,Technology / Venture Capital,"Seed, Early Stage",,
list d-pad-small'> <a href='/funds/transition-level-inv' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>Transition Level Investments,VC - Small fund,,Technology / Venture Capital,"Seed, Early Stage",,
list d-pad-small'> <a href='/funds/tribe-global-ventures' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>Tribe Global Ventures,VC - Small fund,,Technology / Venture Capital,"Seed, Early Stage",,
list d-pad-small'> <a href='/funds/trirec-venture-i' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>TRIREC Venture I,VC - Small fund,,Technology / Venture Capital,"Seed, Early Stage",,
list d-pad-small'> <a href='/funds/true-blue-partners' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>True Blue Partners,VC - Small fund,,Technology / Venture Capital,"Seed, Early Stage",,
list d-pad-small'> <a href='/funds/true-ventures' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>True Ventures,VC - Big fund,,Technology / Venture Capital,Multi-stage,,
list d-pad-small'> <a href='/funds/uncork-capital' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>Uncork Capital,VC - Small fund,,Technology / Venture Capital,"Seed, Early Stage",,
list d-pad-small'> <a href='/funds/union-square-ventures' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>Union Square Ventures,VC - Big fund,,Technology / Venture Capital,Multi-stage,,
list d-pad-small'> <a href='/funds/upfront-ventures' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>Upfront Ventures,VC - Big fund,,Technology / Venture Capital,Multi-stage,,
list d-pad-small'> <a href='/funds/uy-group-of-companies' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>Uy Group of Companies,VC - Small fund,,Technology / Venture Capital,"Seed, Early Stage",,
list d-pad-small'> <a href='/funds/venrock' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>Venrock,VC - Medium-Sized Fund,,Technology / Venture Capital,"Seed, Early Stage",,
list d-pad-small'> <a href='/funds/venture-capital-fund-' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>Venture Capital Fund,VC - Small fund,,Technology / Venture Capital,"Seed, Early Stage",,
list d-pad-small'> <a href='/funds/versant-ventures' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>Versant Ventures,VC - Big fund,,Technology / Venture Capital,Multi-stage,,
list d-pad-small'> <a href='/funds/vertex-ventures' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>Vertex Holdings,VC - Big fund,,Technology / Venture Capital,Multi-stage,,
list d-pad-small'> <a href='/funds/vertex-ventures-sea-and-india' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>Vertex Ventures SEA and India,VC - Small fund,,Technology / Venture Capital,"Seed, Early Stage",,
list d-pad-small'> <a href='/funds/walden-venture-capital' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>Walden Venture Capital,VC - Small fund,,Technology / Venture Capital,"Seed, Early Stage",,
list d-pad-small'> <a href='/funds/wavemaker-partners' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>Wavemaker Partners,VC - Small fund,,Technology / Venture Capital,"Seed, Early Stage",,
list d-pad-small'> <a href='/funds/webb-investment-network' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>Webb Investment Network,VC - Small fund,,Technology / Venture Capital,"Seed, Early Stage",,
list d-pad-small'> <a href='/funds/wing-vc' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>Wing VC,VC - Medium-Sized Fund,,Technology / Venture Capital,"Seed, Early Stage",,
list d-pad-small'> <a href='/funds/wunala-capital' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>Wunala Capital,VC - Small fund,,Technology / Venture Capital,"Seed, Early Stage",,
"list d-pad-small'> <a href='/funds/xmahk-2024-stem-fund-lp' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>XMAHK 2024 STEM Fund, LP",VC - Small fund,,Technology / Venture Capital,"Seed, Early Stage",,
list d-pad-small'> <a href='/funds/y-combinator' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>Y Combinator,VC - Big fund,,Technology / Venture Capital,Multi-stage,,
list d-pad-small'> <a href='/funds/yuuwa-capital' class='text-color-1'> <i class='fas fa-user-tie fa-fw r-pad-small'></i>Yuuwa Capital,VC - Small fund,,Technology / Venture Capital,"Seed, Early Stage",,
11.2 Capital,VC - Small fund,United States,"Healthcare, Security, Finance","Early Stage, Seed",,
122 West Ventures,VC - Small fund,United States,"Information Technology, Telecoms, Media, and Communications",Early Stage,,
1517 Fund,VC - Small fund,United States,"Clean Technology, Consumer Discretionary, Healthcare, Industrials, Information Technology, Telecoms, Media, and Communications","Early Stage: Seed, Early Stage: Start-up",,
1776,VC - Small fund,United States,"Technology, Health, Transportation, Energy, Education","Early Stage Venture, Seed",,
1confirmation,VC - Small fund,United States,Financial Services,"Early Stage Venture, Seed",,
3Rodeo,VC - Small fund,United States,"Business Services, Information Technology, Telecoms, Media, and Communications","Early Stage, Early Stage: Seed",,
4490 Ventures,VC - Small fund,United States,"Technology, Financial Services, Agriculture, Education","Early Stage Venture, Seed",,
50 Years,VC - Small fund,United States,"Financial Services, Business Services, Insurance, Fintech",Early Stage,,
500 Startups,VC - Small fund,United States,"Technology, Health, Financial Services, Education, Media","Early Stage Venture, Seed",,
645 Ventures,VC - Small fund,United States,Technology,"Early Stage Venture, Seed",,
7 Gate Ventures,VC - Small fund,United States,"Healthcare, Technology, Internet, Security","Early Stage Venture, Seed",,
7 Seas Ventures,VC - Small fund,United States,"Consumer Discretionary, Healthcare, Information Technology, Telecoms, Media, and Communications","Early Stage, Expansion / Late Stage, Growth, Venture (General)",,
9Mile Labs,VC - Small fund,United States,"Technology, Media","Early Stage Venture, Seed",,
A Capital Partners,VC - Small fund,United States,Technology,Early Stage Venture,,
A-Force Ventures,VC - Small fund,United States,"Travel, Health, Entertainment, Consumer Products, Fashion, Education","Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Accele Biopharma,VC - Small fund,United States,"Pharmaceuticals, Technology",Early Stage Venture,,
Acceleprise Ventures,VC - Small fund,United States,Technology,"Early Stage Venture, Seed",,
Accelerator Ventures,VC - Small fund,United States,Technology,"Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Acorn Pacific Ventures,VC - Small fund,United States,Technology,"Early Stage Venture, Seed, Late Stage Venture",,
Activant Capital Group,VC - Small fund,United States,Technology,"Late Stage Venture, Private Equity",,
ActOne Ventures,VC - Small fund,United States,"Software, Technology","Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Advancit Capital,VC - Small fund,United States,"Media, Entertainment, Technology","Early Stage, Early Stage: Seed",,
Aegis Venture Funds,VC - Small fund,United States,Technology,Venture (General),,
Afore Capital,VC - Small fund,United States,"Technology, Consumer Services",Early Stage Venture,,
AI8 Ventures,VC - Small fund,United States,"Business Services, Healthcare, Information Technology","Early Stage: Seed, Early Stage: Start-up",,
Alaya Capital Partners,VC - Small fund,United States,Technology,Early Stage Venture,,
Aligned Partners,VC - Small fund,United States,Technology,Early Stage Venture,,
Allos Ventures,VC - Small fund,United States,"Technology, Manufacturing, Healthcare","Early Stage Venture, Late Stage Venture",,
Almanac Investments,VC - Small fund,United States,"Agriculture, Food, Hospitality",Early Stage Venture,,
Alpha Bridge Ventures,VC - Small fund,United States,Information Technology,"Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Alpha Tech Ventures,VC - Small fund,United States,"High-Tech, Industrial, Internet, IT, Media, Network, Software, Technology, Telecom Media",Early Stage: Seed,,
Alpha Venture Partners,VC - Small fund,United States,"E-Commerce, Mobile, Social, Business Process Outsourcing, Information Services, Technology","Expansion / Late Stage, Growth",,
AlphaPrime Ventures,VC - Small fund,United States,"Business Services, Information Technology, Telecoms, Media, Communications","Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Alpine Meridien,VC - Small fund,United States,"Internet, Digital Media, FinTech, Data, Software, E-Commerce","Early Stage Venture, Seed",,
Alumni Ventures Group,VC - Small fund,United States,"Technology, Healthcare","Early Stage Venture, Seed, Late Stage Venture",,
Amaranthine Partners,VC - Small fund,United States,Information Technology,Early Stage: Start-up,,
Amasia,VC - Small fund,United States,Diversified,"Early Stage Venture, Late Stage Venture, Seed",,
Ambition,VC - Small fund,United States,"Enterprise Software, Gamification, SaaS, Sales",Seed,,
Amino Capital,VC - Small fund,United States,"Technology, Internet, Media","Early Stage Venture, Seed",,
AmityVentures,VC - Small fund,United States,Information Technology,"Early Stage, Early Stage: Start-up, Venture (General)",,
Amplify,VC - Small fund,United States,"Media, Technology","Early Stage Venture, Seed",,
Amplo,VC - Small fund,United States,Diversified,"Early Stage, Early Stage: Seed",,
Anchor,VC - Small fund,United States,Technology,"Seed, Early Stage",,
AngelPad,VC - Small fund,United States,"Technology, Healthcare",Seed,,
Angels Unleashed,VC - Small fund,United States,"Technology, Internet, Electronics, Education","Early Stage Venture, Seed, Late Stage Venture",,
Antecedent Ventures,VC - Small fund,United States,Information Technology,"Early Stage, Early Stage: Seed",,
Apertue Venture Partners,VC - Small fund,United States,"Healthcare, Information Technology","Early Stage, Expansion/Late Stage, Venture (General)",,
Arab Angel Fund,VC - Small fund,United States,"Technology, Consumer Services, Financial Services, Internet","Seed, Series A",,
Arafura Ventures,VC - Small fund,United States,"Business Services, Consumer Discretionary, Industrials, Information Technology, Telecoms, Media, and Communications","Bridge Financing, Co-Investment, Early Stage, Early Stage: Seed, Early Stage: Start-up, Expansion / Late Stage, Growth, pre-IPO, Venture (General)",,
Archer Venture Capital,VC - Small fund,United States,"Technology, Financial Services","Seed, Series A, and select later growth stages",,
Arcus Ventures,VC - Small fund,United States,"Healthcare, Financial Services","Early Stage Venture, Late Stage Venture",,
Arena Ventures,VC - Small fund,United States,"Technology, IT, Healthcare","Early Stage Venture, some Series B and later",,
Aristos Ventures,VC - Small fund,United States,Diversified,Early Stage,,
Armory Square Ventures,VC - Small fund,United States,"Business Services, Consumer Discretionary, Energy and Utilities, Information Technology, Food and Agriculture, Healthcare, Telecoms, Media, and Communications","Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Array Ventures,VC - Small fund,United States,Entreprise Deeptech (AI/ML/Robotics/Blockchain/Cloud),"Early Stage, Seed",,
Arthur Ventures,VC - Small fund,United States,"B2B, Enterprise Software, Information Technology, Internet, Mobile, SaaS","Early Stage Venture, Late Stage Venture, Seed",,
Asimov Ventures,VC - Small fund,United States,"Technology, Hardware",Early Stage Venture,,
Atomic Management LLC,VC - Small fund,United States,"Consumer Products, Consumer Services, Diversified, Healthcare IT",Start-Up,,
ATX Seed Ventures,VC - Small fund,Texas,"Technology, Consumer Products, High-Tech, Software, Clean Technology, Healthcare IT",Seed,,
Authentic Ventures,VC - Small fund,United States,Diversified,"Early Stage, Seed",,
Autochrome Ventures,VC - Small fund,United States,"Diversified, Information Technology","Early Stage, Early Stage: Seed, Venture (General)",,
B37 Ventures,VC - Small fund,United States,Information Technology,"Early Stage, Early Stage: Start-up",,
BABEL Ventures,VC - Small fund,United States,"Financial Services, Healthcare IT",Early Stage Venture,,
Background Capital,VC - Small fund,United States,Diversified,Early Stage: Start-up,,
Backstage Capital,VC - Small fund,United States,"Consumer Discretionary, Information Technology, Diversified","Early Stage, Early Stage: Seed, Early Stage: Start-up, Venture (General)",,
BAM Ventures,VC - Small fund,United States,"Retail, Internet",Early Stage Venture,,
Base Ventures,VC - Small fund,United States,Technology,Early Stage,,
Baseline Ventures,VC - Small fund,United States,"Consumer Discretionary, Information Technology, Telecoms, Media, and Communications","Early Stage Venture, Late Stage Venture, Seed",,
Be Great Partners,VC - Small fund,United States,"Consumer Products, Retail, Consumer Services, IT, High-Tech, Software, Internet, Computer Services, Food, Digital Media",Seed,,
Beanstalk Ventures,VC - Small fund,United States,"Technology, Retail, Software",Seed,,
Bee Partners,VC - Small fund,United States,"Business Services, Consumer Discretionary, Diversified","Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Benhamou Global Ventures,VC - Small fund,United States,"Business Services, Consumer Discretionary, Healthcare, Industrials, Information Technology, Telecoms, Media, and Communications","Co-Investment, Early Stage, Early Stage: Seed, Early Stage: Start-up, Expansion / Late Stage, Spin-Offs, Venture (General)",,
Bennu,VC - Small fund,United States,Diversified,"Early Stage, Early Stage: Seed, Early Stage: Start-up, Expansion / Late Stage, Venture (General)",,
Beta Fund,VC - Small fund,United States,"IT, Biotechnology, High-Tech, Software, Nanotechnology","Early Stage Venture, Seed",,
Betaworks Ventures,VC - Small fund,United States,"Computer Vision, Gaming, Consumer Services","Pre-Seed, Seed",,
Better Ventures,VC - Small fund,United States,"Technology, Environmental Services, Education / Training","Early Stage Venture, Seed",,
Birchmere Ventures,VC - Small fund,United States,"Business Services. Clean Technology, Consumer Discretionary, Healthcare, Information Technology, Telecoms, Media, and Communications","Early Stage, Early Stage: Seed, Early Stage: Start-up, Expansion / Late Stage, Growth, Venture (General)",,
Black Diamond Ventures,VC - Small fund,United States,SaaS,Early Stage,,
Black River Ventures,VC - Small fund,United States,"Technology, IT, Software, Internet, Healthcare IT, IT Security, IT Infrastructure","Early Stage Venture, Late Stage Venture",,
Blackhorn Ventures,VC - Small fund,United States,"Business Services, Energy and Utilities, Healthcare, Industrials, Information Technology, Infrastructure","Early Stage, Early Stage: Seed, Early Stage: Start-up, Growth, Venture (General)",,
Blade,VC - Small fund,United States,"Technology, Retail, Consumer Services, Software, Internet, Hardware","Early Stage Venture, Seed, Start-Up",,
Blangkond Ventures,VC - Small fund,United States,"IT, Aviation, Gaming, Property, Maritime, Enterprise, Energy","Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Blank Slate Ventures,VC - Small fund,United States,Diversified,Seed,,
Bleu Capital,VC - Small fund,United States,"Business Services, Consumer Discretionary, Information Technology","Early Stage, Early Stage: Seed",,
Blockchain Capital,VC - Small fund,United States,"Financial Services, High-Tech, Software","Early Stage Venture, Late Stage Venture, Seed",,
Blue Bear Ventures,VC - Small fund,United States,"Diversified, Information Technology","Early Stage, Early Stage: Start-up",,
Blue Cloud Ventures,VC - Small fund,United States,"Technology, Telecoms, Consumer Products, Media, Software, Internet",Late Stage Venture,,
Blue Seed Collective,VC - Small fund,United States,"Consumer Discretionary, Diversified, Healthcare, Information Technology, Infrastructure","Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Blueberry Ventures,VC - Small fund,United States,Food and Agriculture,"Early Stage, Growth",,
BOLDstart Ventures,VC - Small fund,United States,"Technology, IT, Software, Wireless, IT Security, IT Infrastructure",Seed Stage,,
Bolt,VC - Small fund,United States,"Software, Hardware","Early Stage Venture, Seed",,
Bonfire Ventures,VC - Small fund,United States,"Technology, Software, Business Services","Early Stage Venture, Seed",,
Boost VC,VC - Small fund,United States,"Consumer Discretionary, Diversified, Information Technology, Telecoms, Media, and Communications","Early Stage: Seed, Early Stage: Start-up, Venture (General)",,
BootstrapLabs,VC - Small fund,United States,"Healthcare, Industrials, Information Technology","Early Stage, Early Stage: Seed, Early Stage: Start-up, Venture (General)",,
Boulder Investment Group Reprise,VC - Small fund,United States,"Beverages, Agriculture, Food",Early Stage Venture,,
Bowery Capital,VC - Small fund,United States,"Technology, IT, Software","Early Stage Venture, Seed",,
Brain Robotics Capital,VC - Small fund,United States,"Technology, High-Tech, Software","Early Stage Venture, Seed",,
Brand Foundry Ventures,VC - Small fund,United States,"E-Commerce, Mobile Commerce, Consumer Products, Consumer Devices",Seed,,
Breakout Ventures,VC - Small fund,United States,"Technology, Biotechnology, Energy, Materials",Early Stage Venture,,
Brick + Mortar,VC - Small fund,United States,"Consumer Discretionary, Industrials, Information Technology, Telecoms, Media, and Communications",Venture (General),,
Brightpath Capital Partners,VC - Small fund,United States,"Education / Training, Food, Business Services, Clean Technology","Early Stage Venture, Late Stage Venture",,
Brilliant Ventures,VC - Small fund,United States,E-Commerce,Seed,,
Bronze Investments,VC - Small fund,United States,Financial Services,"Early Stage Venture, Late Stage Venture",,
Brooklyn Bridge Ventures,VC - Small fund,United States,"Technology, IT, Software, Hardware","Early Stage Venture, Seed",,
Bull City Venture Partners,VC - Small fund,United States,"Healthcare, Information Technology, Telecoms, Media, and Communications","Early Stage, Early Stage: Seed, Growth, Spin-Offs, Venture (General)",,
Bulldog Innovation Group,VC - Small fund,United States,Diversified,"Early Stage Venture, Seed",,
Bullish Partners,VC - Small fund,United States,Consumer Services,"Early Stage Venture, Seed",,
Caerus Ventures,VC - Small fund,United States,"Technology, Consumer Products, Manufacturing, Software, Hardware, Energy, Diversified, Digital Media, Healthcare IT","Early Stage Venture, Seed",,
Camber Creek,VC - Small fund,United States,"Clean Technology, Consumer Discretionary, Energy and Utilities, Industrials, Information Technology, Infrastructure, Real Estate","Early Stage, Early Stage: Seed, Early Stage: Start-up, Expansion / Late Stage, Venture (General)",,
Cantos,VC - Small fund,United States,Diversified,"Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Canyon Creek Capital,VC - Small fund,United States,"Financial Services, Fintech","Early Stage Venture, Seed",,
Capella Space,VC - Small fund,United States,"Image Recognition, Information Services, Satellite Communication",Early Stage Venture,,
Capella VC,VC - Small fund,United States,Diversified,Early Growth,,
Capital A Partners,VC - Small fund,United States,Diversified,Early Stage Venture,,
Cardinal Venture Capital,VC - Small fund,United States,"Technology, Digital Media, Financial Technology, Mobility and Software","Debt, Early Stage Venture, Late Stage Venture, Private Equity",,
Casa Verde Capital,VC - Small fund,United States,"Technology, Consumer Products, Retail, Financial Services, Software, Internet, Agriculture",Seed,,
Cassius Family,VC - Small fund,United States,"Content, Commerce, Consumer Technology",Early Stage Venture,,
Catapult Ventures,VC - Small fund,United States,"Healthcare, Information Technology",Venture (General),,
Causeway Media Partners,VC - Small fund,United States,"Sports Media, Entertainment","Early Stage Venture, Late Stage Venture",,
Cayuga Venture Fund,VC - Small fund,United States,"Clean Technology, Consumer Discretionary, Food and Agriculture, Healthcare, Industrials, Information Technology, Materials, Telecoms, Media, and Communications","Early Stage, Early Stage: Seed, Early Stage: Start-up, Expansion / Late Stage, Growth, Venture (General)",,
Center Electric,VC - Small fund,United States,Information Technology,"Early Stage, Venture (General)",,
CerraCap Ventures,VC - Small fund,United States,"Business Services, Healthcare, Information Technology","Early Stage, Early Stage: Start-up",,
Cervin Ventures,VC - Small fund,United States,"Software, Business Services, IT Infrastructure","Early Stage Venture, Late Stage Venture, Seed",,
Chaac Ventures,VC - Small fund,United States,Diversified,Seed Stage,,
Chattanooga Renaissance Fund,VC - Small fund,United States,"Technology, Beverages, Gambling, Software, Education / Training, Business Services, Medical Devices, Digital Media, Telecom Media","Early Stage Venture, Seed",,
Chicago Ventures,VC - Small fund,United States,Technology,"Early Stage Venture, Seed",,
Chilango Ventures,VC - Small fund,United States,Financial Services,"Early Stage Venture, Seed",,
CityBlock Capital,VC - Small fund,United States,Security,Early Stage Venture,,
Civilization Ventures,VC - Small fund,United States,Healthcare,"Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Cloud Apps Capital Partners,VC - Small fund,United States,Wireless,Early Stage Venture,,
Cloudstone Venture Fund,VC - Small fund,United States,"Healthcare, Industrials, Information Technology","Buyout, Early Stage: Start-up, Growth, Venture (General)",,
Co=Creation=Capital,VC - Small fund,United States,"Technology, Business Services","Early Stage Venture, Seed",,
Cofounders Capital,VC - Small fund,United States,"Technology, IT, Software, Healthcare IT","Early Stage Venture, Seed",,
Collaborative Fund,VC - Small fund,United States,"Technology, Consumer Products, Consumer Services, Internet","Early Stage Venture, Seed",,
Come Up Capital,VC - Small fund,United States,"Technology, Internet","Early Stage Venture, Seed",,
Comet Labs,VC - Small fund,United States,"Artificial Intelligence, Hardware, Incubators, Machine Learning, Robotics, Venture Capital","Early Stage Venture, Seed",,
Commerce Ventures,VC - Small fund,United States,"Telecoms, Retail, Internet","Early Stage Venture, Late Stage Venture, Seed",,
Communitas Capital,VC - Small fund,United States,"Business Services, Real Estate, Telecoms, Media, and Communications","Early Stage, Early Stage: Start-up",,
Compound Labs,VC - Small fund,United States,"Block chain, Ethereum, Internet",Seed,,
Congruent Ventures,VC - Small fund,United States,Clean Technology,"Early Stage Venture, Seed",,
Connectivity Ventures,VC - Small fund,United States,"Business Services, Healthcare, Information Technology",Early Stage,,
ConsenSys Ventures,VC - Small fund,United States,Technology,Early Stage: Seed,,
Contour Venture Partners,VC - Small fund,United States,"Finance, SaaS","Early Stage Venture, Late Stage Venture, Private Equity, Seed",,
Contrary Capital,VC - Small fund,United States,Financial Services,Seed,,
Coplex Ventures,VC - Small fund,United States,Software,Seed,,
Corazon Capital,VC - Small fund,United States,Technology,"Seed, Series A",,
Core Ventures Group,VC - Small fund,United States,Technology,"Seed, Early Stage: Start-up",,
Corigin Ventures,VC - Small fund,United States,"Business Services, Consumer Discretionary, Diversified, Healthcare, Information Technology, Telecoms, Media, and Communication","Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Cota Capital,VC - Small fund,United States,Technology,Early Stage Venture,,
Counterview Capital,VC - Small fund,United States,Diversified,Seed,,
Courtside Ventures,VC - Small fund,United States,"Technology, Media, Leisure","Early Stage Venture, Seed",,
CoVenture,VC - Small fund,United States,"Technology, Software",Early Stage Venture,,
Cowboy Ventures,VC - Small fund,United States,"Technology, Consumer Products, IT, High-Tech, Internet, Information Services","Early Stage Venture, Seed",,
Craftsman Capital Partners,VC - Small fund,United States,"Business Services, Consumer Discretionary, Energy and Utilities, Healthcare, Industrials, Information Technology","Complex Situation, Divestiture, Growth, Management Buyout, Recapitalisation, Special Situations",,
Creative Ventures,VC - Small fund,United States,"AgTech, Artificial Intelligence, Computer Vision, Construction, Health Care, Industrial, Manufacturing, Robotics, Venture Capital","Early Stage Venture, Seed",,
Crestlight,VC - Small fund,United States,"Technology, Retail, Transportation, Manufacturing, Internet, Logistics",Seed,,
Cross Culture Ventures,VC - Small fund,United States,Diversified,Early Stage,,
Cross Valley,VC - Small fund,United States,"Technology, Logistics, Wireless, Healthcare IT",Early Stage,,
CrowdFunder,VC - Small fund,United States,"Crowdfunding, Financial Services","Crowdfunding, Early Stage Venture, Seed",,
CrunchFund,VC - Small fund,United States,"IT, Software, Internet, Gaming","Early Stage Venture, Late Stage Venture, Seed",,
Crystal Tech Fund,VC - Small fund,United States,Technology,Seed,,
Crystal Towers Capital,VC - Small fund,United States,Technology,"Early Stage: Seed, Fund of Funds, Growth",,
CSR Venture Capital,VC - Small fund,United States,"Transportation, Manufacturing, Construction, Energy, Clean Technology, Materials","Seed, Early Stage Venture",,
Cultivation Capital,VC - Small fund,United States,https://www.harrisonmetal.com/,"Early Stage Venture, Seed",,
CVP,VC - Small fund,United States,Technology,"Early Stage Venture, Late Stage Venture, Seed",,
Darling Ventures,VC - Small fund,United States,"Mobile Technology, Data Intelligence",Seed,,
Data Collective,VC - Small fund,United States,"Technology, IT, Computer Services, IT Infrastructure","Early Stage Venture, Late Stage Venture, Seed",,
